
Status: FAILED!
Check: 1
Test: Problem 40
Reason: Expected:
+---------+-----------+------------+---------------+
| EMP_NUM | EMP_FNAME | EMP_LNAME  | LARGESTSALARY |
|  84106  |  FELICE   |   SAMUEL   |   50370.00    |
|  84191  |  ROXANA   |  HOLBROOK  |   50310.00    |
|  83906  |   DELLA   |   SIMONS   |   50300.00    |
|  83964  |  HAILEY   |  SWEENEY   |   50140.00    |
|  83850  |   RUSTY   |   MILES    |   49970.00    |
|  84364  |  LESLIE   |   VARNER   |   49970.00    |
|  83993  |   SANG    |   CORTES   |   49650.00    |
|  83565  |  LOURDES  | ABERNATHY  |   49520.00    |
|  84392  | ALEJANDRA |   WHALEY   |   49220.00    |
|  84021  |   JAROD   | DICKINSON  |   49200.00    |
|  84163  |   GWEN    |   EASLEY   |   49070.00    |
|  84248  |  DANICA   |   CASTLE   |   48970.00    |
|  84106  |  FELICE   |   SAMUEL   |   48900.00    |
|  84078  |   DIEGO   |   ERWIN    |   48800.00    |
|  83820  |    TOM    |   HOBSON   |   48750.00    |
|  84219  |  THURMAN  | WILKINSON  |   48550.00    |
|  84306  |  ROWENA   |   MEDINA   |   48510.00    |
|  84364  |  LESLIE   |   VARNER   |   48510.00    |
|  84334  |  LINNIE   |  GOLDMAN   |   48410.00    |
|  83993  |   SANG    |   CORTES   |   48200.00    |
|  83565  |  LOURDES  | ABERNATHY  |   48080.00    |
|  84191  |  ROXANA   |  HOLBROOK  |   47910.00    |
|  83964  |  HAILEY   |  SWEENEY   |   47750.00    |
|  83850  |   RUSTY   |   MILES    |   47590.00    |
|  84276  | ROSALIND  | VILLARREAL |   47500.00    |
|  84106  |  FELICE   |   SAMUEL   |   47480.00    |
|  84306  |  ROWENA   |   MEDINA   |   47100.00    |
|  84134  |  ROSALIE  |  GARLAND   |   47090.00    |
|  84420  |   DOUG    |  CAUDILL   |   46890.00    |
|  84392  | ALEJANDRA |   WHALEY   |   46880.00    |
|  83993  |   SANG    |   CORTES   |   46800.00    |
|  84163  |   GWEN    |   EASLEY   |   46730.00    |
|  84191  |  ROXANA   |  HOLBROOK  |   46510.00    |
|  84078  |   DIEGO   |   ERWIN    |   46480.00    |
|  84219  |  THURMAN  | WILKINSON  |   46240.00    |
|  84364  |  LESLIE   |   VARNER   |   46200.00    |
|  84276  | ROSALIND  | VILLARREAL |   46120.00    |
|  84334  |  LINNIE   |  GOLDMAN   |   46100.00    |
|  84306  |  ROWENA   |   MEDINA   |   45730.00    |
|  84134  |  ROSALIE  |  GARLAND   |   45720.00    |
|  84420  |   DOUG    |  CAUDILL   |   45520.00    |
|  84392  | ALEJANDRA |   WHALEY   |   45510.00    |
|  83993  |   SANG    |   CORTES   |   45440.00    |
|  84191  |  ROXANA   |  HOLBROOK  |   45160.00    |
|  84364  |  LESLIE   |   VARNER   |   44850.00    |
|  84248  |  DANICA   |   CASTLE   |   44520.00    |
|  84163  |   GWEN    |   EASLEY   |   44500.00    |
|  84306  |  ROWENA   |   MEDINA   |   44400.00    |
|  83820  |    TOM    |   HOBSON   |   44320.00    |
|  84078  |   DIEGO   |   ERWIN    |   44270.00    |
|  84276  | ROSALIND  | VILLARREAL |   43920.00    |
|  84334  |  LINNIE   |  GOLDMAN   |   43900.00    |
|  84134  |  ROSALIE  |  GARLAND   |   43540.00    |
|  84364  |  LESLIE   |   VARNER   |   43540.00    |
|  84420  |   DOUG    |  CAUDILL   |   43350.00    |
|  84392  | ALEJANDRA |   WHALEY   |   43340.00    |
|  84191  |  ROXANA   |  HOLBROOK  |   43010.00    |
|  84219  |  THURMAN  | WILKINSON  |   42810.00    |
|  84334  |  LINNIE   |  GOLDMAN   |   42620.00    |
|  84306  |  ROWENA   |   MEDINA   |   42290.00    |
|  84078  |   DIEGO   |   ERWIN    |   42160.00    |
|  84392  | ALEJANDRA |   WHALEY   |   42080.00    |
|  84191  |  ROXANA   |  HOLBROOK  |   41760.00    |
|  84219  |  THURMAN  | WILKINSON  |   41560.00    |
|  84420  |   DOUG    |  CAUDILL   |   41290.00    |
|  84163  |   GWEN    |   EASLEY   |   41200.00    |
|  84334  |  LINNIE   |  GOLDMAN   |   40590.00    |
|  84219  |  THURMAN  | WILKINSON  |   40350.00    |
|  84420  |   DOUG    |  CAUDILL   |   40090.00    |
|  84163  |   GWEN    |   EASLEY   |   40000.00    |
|  84276  | ROSALIND  | VILLARREAL |   39930.00    |
|  84334  |  LINNIE   |  GOLDMAN   |   39410.00    |
|  84392  | ALEJANDRA |   WHALEY   |   38960.00    |
|  84163  |   GWEN    |   EASLEY   |   38830.00    |
|  84276  | ROSALIND  | VILLARREAL |   38770.00    |
|  84334  |  LINNIE   |  GOLDMAN   |   37530.00    |
+---------+-----------+------------+---------------+
Error : AssertionError - 
Timestamp: 2025-06-08 04:29:54.043950
